Assembly Accession	Assembly Level	Organism Taxonomic ID
GCF_036705505.1	Scaffold	2818622
GCA_036705505.1	Scaffold	2818622
GCF_036702745.1	Scaffold	2818624
GCA_036702745.1	Scaffold	2818624
GCF_036702725.1	Scaffold	2818625
GCA_036702725.1	Scaffold	2818625
GCA_036702685.1	Scaffold	2818626
GCA_036702705.1	Scaffold	2818627
GCF_036705515.1	Scaffold	2818628
GCA_036705515.1	Scaffold	2818628
GCF_036705485.1	Scaffold	2818629
GCA_036705485.1	Scaffold	2818629
GCF_036705465.1	Scaffold	2818630
GCA_036705465.1	Scaffold	2818630
GCF_036705445.1	Scaffold	2818631
GCA_036705445.1	Scaffold	2818631
GCF_036702645.1	Scaffold	3055302
GCA_036702645.1	Scaffold	3055302
GCF_036702665.1	Scaffold	2818632
GCA_036702665.1	Scaffold	2818632
GCF_036702625.1	Scaffold	2818633
GCA_036702625.1	Scaffold	2818633
GCF_036702585.1	Scaffold	2818634
GCA_036702585.1	Scaffold	2818634
GCF_036705425.1	Scaffold	2818651
GCA_036705425.1	Scaffold	2818651
GCF_036705405.1	Scaffold	2818652
GCA_036705405.1	Scaffold	2818652
GCF_036705385.1	Scaffold	2818653
GCA_036705385.1	Scaffold	2818653
GCF_036705365.1	Scaffold	2818654
GCA_036705365.1	Scaffold	2818654
GCF_036705345.1	Scaffold	2818655
GCA_036705345.1	Scaffold	2818655
GCF_036705325.1	Scaffold	2818656
GCA_036705325.1	Scaffold	2818656
GCF_036705305.1	Scaffold	2818659
GCA_036705305.1	Scaffold	2818659
GCF_036705285.1	Scaffold	2818660
GCA_036705285.1	Scaffold	2818660
GCF_036705265.1	Scaffold	2818661
GCA_036705265.1	Scaffold	2818661
GCF_036705245.1	Scaffold	2818662
GCA_036705245.1	Scaffold	2818662
GCF_036705205.1	Scaffold	2818664
GCA_036705205.1	Scaffold	2818664
GCF_036705225.1	Scaffold	2818666
GCA_036705225.1	Scaffold	2818666
GCF_036705185.1	Scaffold	2818667
GCA_036705185.1	Scaffold	2818667
GCF_036702595.1	Scaffold	3055310
GCA_036702595.1	Scaffold	3055310
GCF_036705165.1	Scaffold	2818675
GCA_036705165.1	Scaffold	2818675
GCF_036705145.1	Scaffold	2818681
GCA_036705145.1	Scaffold	2818681
GCF_036705085.1	Scaffold	2818684
GCA_036705085.1	Scaffold	2818684
GCF_036705125.1	Scaffold	2818696
GCA_036705125.1	Scaffold	2818696
GCF_036705105.1	Scaffold	2818711
GCA_036705105.1	Scaffold	2818711
GCF_013299165.1	Scaffold	2742709
GCA_013299165.1	Scaffold	2742709
GCF_013299185.1	Scaffold	2742710
GCA_013299185.1	Scaffold	2742710
GCF_036705045.1	Scaffold	2818713
GCA_036705045.1	Scaffold	2818713
GCF_036702515.1	Scaffold	3055323
GCA_036702515.1	Scaffold	3055323
GCA_014534575.1	Contig	2769068
GCF_036702555.1	Scaffold	3055324
GCA_036702555.1	Scaffold	3055324
GCF_036702525.1	Scaffold	3055325
GCA_036702525.1	Scaffold	3055325
GCF_036702495.1	Scaffold	3055326
GCA_036702495.1	Scaffold	3055326
GCA_026786085.1	Contig	2883580
GCF_020883175.1	Scaffold	2841644
GCA_020883175.1	Scaffold	2841644
GCF_020883145.1	Scaffold	2841645
GCA_020883145.1	Scaffold	2841645
GCF_020883095.1	Scaffold	2841646
GCA_020883095.1	Scaffold	2841646
GCA_020883125.1	Scaffold	2841647
GCF_020883075.1	Scaffold	2841648
GCA_020883075.1	Scaffold	2841648
GCF_020882985.1	Scaffold	2841649
GCA_020882985.1	Scaffold	2841649
GCF_020883115.1	Scaffold	2841650
GCA_020883115.1	Scaffold	2841650
GCF_020883045.1	Scaffold	2841651
GCA_020883045.1	Scaffold	2841651
GCA_020883025.1	Scaffold	2841652
GCF_020883015.1	Scaffold	2841653
GCA_020883015.1	Scaffold	2841653
GCA_014534405.1	Contig	2769070
GCA_012035135.1	Contig	2720416
GCF_036705055.1	Scaffold	2818731
GCA_036705055.1	Scaffold	2818731
GCF_036705025.1	Scaffold	2818733
GCA_036705025.1	Scaffold	2818733
GCF_036702475.1	Scaffold	3055329
GCA_036702475.1	Scaffold	3055329
GCF_036702455.1	Scaffold	3055330
GCA_036702455.1	Scaffold	3055330
GCF_036702435.1	Scaffold	3055331
GCA_036702435.1	Scaffold	3055331
GCF_036702375.1	Scaffold	3055333
GCA_036702375.1	Scaffold	3055333
GCF_036702395.1	Scaffold	3055334
GCA_036702395.1	Scaffold	3055334
GCF_036702355.1	Scaffold	3055335
GCA_036702355.1	Scaffold	3055335
GCF_036702415.1	Scaffold	3055332
GCA_036702415.1	Scaffold	3055332
GCF_036702315.1	Scaffold	3055336
GCA_036702315.1	Scaffold	3055336
GCF_020882975.1	Scaffold	2841654
GCA_020882975.1	Scaffold	2841654
GCF_036705005.1	Scaffold	2818750
GCA_036705005.1	Scaffold	2818750
GCF_036704965.1	Scaffold	2818751
GCA_036704965.1	Scaffold	2818751
GCF_036704985.1	Scaffold	2818753
GCA_036704985.1	Scaffold	2818753
GCF_036704925.1	Scaffold	2818755
GCA_036704925.1	Scaffold	2818755
GCF_036704945.1	Scaffold	2818757
GCA_036704945.1	Scaffold	2818757
GCF_036704905.1	Scaffold	2818758
GCA_036704905.1	Scaffold	2818758
GCF_036702335.1	Scaffold	3055338
GCA_036702335.1	Scaffold	3055338
GCF_036702295.1	Scaffold	3055341
GCA_036702295.1	Scaffold	3055341
GCF_036704885.1	Scaffold	2818760
GCA_036704885.1	Scaffold	2818760
GCA_036702275.1	Scaffold	3055346
GCA_036702235.1	Scaffold	3055347
GCA_036702255.1	Scaffold	3055348
GCA_036702215.1	Scaffold	3055349
GCA_036702195.1	Scaffold	3055350
GCA_036702175.1	Scaffold	3055351
GCA_036704865.1	Scaffold	2818767
GCA_036704845.1	Scaffold	2818768
GCA_036704825.1	Scaffold	2818769
GCA_036704805.1	Scaffold	2818770
GCA_036704785.1	Scaffold	2818771
GCA_036704745.1	Scaffold	2818773
GCA_036704765.1	Scaffold	2818774
GCA_036704685.1	Scaffold	2818775
GCA_036702155.1	Scaffold	3055354
GCF_014696155.1	Contig	2692820
GCA_014696155.1	Contig	2692820
GCF_014696105.1	Contig	2692821
GCA_014696105.1	Contig	2692821
GCF_014695925.1	Contig	2692822
GCA_014695925.1	Contig	2692822
GCF_014695895.1	Contig	2692823
GCA_014695895.1	Contig	2692823
GCF_014695295.1	Contig	2692824
GCA_014695295.1	Contig	2692824
GCF_014695725.1	Contig	2692825
GCA_014695725.1	Contig	2692825
GCF_014695715.1	Contig	2692826
GCA_014695715.1	Contig	2692826
GCF_014695585.1	Contig	2692827
GCA_014695585.1	Contig	2692827
GCF_014695525.1	Contig	2692828
GCA_014695525.1	Contig	2692828
GCF_014695175.1	Contig	2692829
GCA_014695175.1	Contig	2692829
GCF_014849525.1	Contig	2692830
GCA_014849525.1	Contig	2692830
GCA_020693185.1	Scaffold	2872243
GCA_020693135.1	Scaffold	2872244
GCA_020692825.1	Scaffold	2872247
GCA_020692245.1	Scaffold	2872249
GCF_036700185.1	Scaffold	3055437
GCA_036700185.1	Scaffold	3055437
GCF_036700125.1	Scaffold	3055438
GCA_036700125.1	Scaffold	3055438
GCF_036700145.1	Scaffold	3055439
GCA_036700145.1	Scaffold	3055439
GCF_036700105.1	Scaffold	3055440
GCA_036700105.1	Scaffold	3055440
GCF_036700245.1	Scaffold	3055433
GCA_036700245.1	Scaffold	3055433
GCF_036701655.1	Scaffold	3055434
GCA_036701655.1	Scaffold	3055434
GCF_036700225.1	Scaffold	3055435
GCA_036700225.1	Scaffold	3055435
GCF_036700115.1	Scaffold	3055436
GCA_036700115.1	Scaffold	3055436
GCA_026891855.1	Contig	2970922
GCF_036704705.1	Scaffold	2818782
GCA_036704705.1	Scaffold	2818782
GCF_036704665.1	Scaffold	2818787
GCA_036704665.1	Scaffold	2818787
GCF_036704615.1	Scaffold	2818791
GCA_036704615.1	Scaffold	2818791
GCF_036704595.1	Scaffold	2818792
GCA_036704595.1	Scaffold	2818792
GCF_036704575.1	Scaffold	2818801
GCA_036704575.1	Scaffold	2818801
GCF_036704555.1	Scaffold	2818812
GCA_036704555.1	Scaffold	2818812
GCF_036702135.1	Scaffold	2819365
GCA_036702135.1	Scaffold	2819365
GCF_036702115.1	Scaffold	2818813
GCA_036702115.1	Scaffold	2818813
GCF_015207455.1	Contig	915322
GCF_963890325.1	Contig	915322
GCA_015207455.1	Contig	915322
GCA_963890325.1	Contig	915322
GCF_036704535.1	Scaffold	2818816
GCA_036704535.1	Scaffold	2818816
GCF_036704515.1	Scaffold	2818817
GCA_036704515.1	Scaffold	2818817
GCF_036702095.1	Scaffold	2818826
GCA_036702095.1	Scaffold	2818826
GCF_036702075.1	Scaffold	3055369
GCA_036702075.1	Scaffold	3055369
GCF_036702025.1	Scaffold	3055370
GCA_036702025.1	Scaffold	3055370
GCF_036702055.1	Scaffold	3055371
GCA_036702055.1	Scaffold	3055371
GCF_036702015.1	Scaffold	3055372
GCA_036702015.1	Scaffold	3055372
GCF_036701975.1	Scaffold	3055373
GCA_036701975.1	Scaffold	3055373
GCF_036701995.1	Scaffold	3055374
GCA_036701995.1	Scaffold	3055374
GCF_036701895.1	Scaffold	3055375
GCA_036701895.1	Scaffold	3055375
GCF_036701935.1	Scaffold	3055376
GCA_036701935.1	Scaffold	3055376
GCF_036701945.1	Scaffold	2818827
GCA_036701945.1	Scaffold	2818827
GCF_036701875.1	Scaffold	2818828
GCA_036701875.1	Scaffold	2818828
GCF_036701905.1	Scaffold	2818833
GCA_036701905.1	Scaffold	2818833
GCF_036701815.1	Scaffold	3055377
GCA_036701815.1	Scaffold	3055377
GCF_036701825.1	Scaffold	3055378
GCA_036701825.1	Scaffold	3055378
GCA_030248405.1	Contig	3007084
GCF_036701805.1	Scaffold	3055379
GCA_036701805.1	Scaffold	3055379
GCF_036701795.1	Scaffold	3055380
GCA_036701795.1	Scaffold	3055380
GCF_036701775.1	Scaffold	3055381
GCA_036701775.1	Scaffold	3055381
GCF_036701755.1	Scaffold	3055382
GCA_036701755.1	Scaffold	3055382
GCF_036701715.1	Scaffold	3055383
GCA_036701715.1	Scaffold	3055383
GCF_036701575.1	Scaffold	3055384
GCA_036701575.1	Scaffold	3055384
GCF_036701675.1	Scaffold	3055385
GCA_036701675.1	Scaffold	3055385
GCF_036701635.1	Scaffold	3055386
GCA_036701635.1	Scaffold	3055386
GCA_031383065.1	Contig	2964710
GCF_020738945.1	Scaffold	2798812
GCA_020738945.1	Scaffold	2798812
GCF_020738905.1	Scaffold	2798813
GCA_020738905.1	Scaffold	2798813
GCA_020738805.1	Scaffold	2798814
GCA_020738835.1	Scaffold	2798815
GCF_020738785.1	Scaffold	2798816
GCA_020738785.1	Scaffold	2798816
GCA_020738825.1	Scaffold	2798817
GCA_020738685.1	Scaffold	2798818
GCF_020738665.1	Scaffold	2798819
GCA_020738665.1	Scaffold	2798819
GCF_020738625.1	Scaffold	2798820
GCA_020738625.1	Scaffold	2798820
GCF_020738635.1	Scaffold	2798821
GCA_020738635.1	Scaffold	2798821
GCF_020738595.1	Scaffold	2798822
GCA_020738595.1	Scaffold	2798822
GCF_020738565.1	Scaffold	2798823
GCA_020738565.1	Scaffold	2798823
GCF_020738505.1	Scaffold	2798824
GCA_020738505.1	Scaffold	2798824
GCF_020738465.1	Scaffold	2798825
GCA_020738465.1	Scaffold	2798825
GCF_020738445.1	Scaffold	2798826
GCA_020738445.1	Scaffold	2798826
GCF_020738475.1	Scaffold	2798827
GCA_020738475.1	Scaffold	2798827
GCA_020738515.1	Scaffold	2798828
GCF_020738385.1	Scaffold	2798829
GCA_020738385.1	Scaffold	2798829
GCA_020738265.1	Scaffold	2798830
GCF_020738295.1	Scaffold	2798831
GCA_020738295.1	Scaffold	2798831
GCF_020738285.1	Scaffold	2798832
GCA_020738285.1	Scaffold	2798832
GCF_020738275.1	Scaffold	2798833
GCA_020738275.1	Scaffold	2798833
GCF_020738205.1	Scaffold	2798834
GCA_020738205.1	Scaffold	2798834
GCF_020738135.1	Scaffold	2798835
GCA_020738135.1	Scaffold	2798835
GCF_020738105.1	Scaffold	2798836
GCA_020738105.1	Scaffold	2798836
GCF_020738075.1	Scaffold	2798837
GCA_020738075.1	Scaffold	2798837
GCF_020738035.1	Scaffold	2798838
GCA_020738035.1	Scaffold	2798838
GCF_020738025.1	Scaffold	2798839
GCA_020738025.1	Scaffold	2798839
GCF_020737965.1	Scaffold	2798840
GCA_020737965.1	Scaffold	2798840
GCF_020737895.1	Scaffold	2798841
GCA_020737895.1	Scaffold	2798841
GCF_020737945.1	Scaffold	2798842
GCA_020737945.1	Scaffold	2798842
GCF_020737905.1	Scaffold	2798843
GCA_020737905.1	Scaffold	2798843
GCF_020737885.1	Scaffold	2798844
GCA_020737885.1	Scaffold	2798844
GCF_020737865.1	Scaffold	2798845
GCA_020737865.1	Scaffold	2798845
GCF_020737805.1	Scaffold	2798846
GCA_020737805.1	Scaffold	2798846
GCF_020737775.1	Scaffold	2798847
GCA_020737775.1	Scaffold	2798847
GCF_020737765.1	Scaffold	2798848
GCA_020737765.1	Scaffold	2798848
GCF_020737835.1	Scaffold	2798849
GCA_020737835.1	Scaffold	2798849
GCF_020737825.1	Scaffold	2798850
GCA_020737825.1	Scaffold	2798850
GCF_036701585.1	Scaffold	2818852
GCA_036701585.1	Scaffold	2818852
GCF_036701475.1	Scaffold	2818875
GCA_036701475.1	Scaffold	2818875
GCF_036701555.1	Scaffold	3055387
GCA_036701555.1	Scaffold	3055387
GCF_036701695.1	Scaffold	3055388
GCA_036701695.1	Scaffold	3055388
GCF_036701505.1	Scaffold	3055389
GCA_036701505.1	Scaffold	3055389
GCF_036701485.1	Scaffold	3055390
GCA_036701485.1	Scaffold	3055390
GCF_036701495.1	Scaffold	3055391
GCA_036701495.1	Scaffold	3055391
GCF_036701435.1	Scaffold	3055392
GCA_036701435.1	Scaffold	3055392
GCF_036701415.1	Scaffold	3055393
GCA_036701415.1	Scaffold	3055393
GCF_036701355.1	Scaffold	3055394
GCA_036701355.1	Scaffold	3055394
GCF_036701385.1	Scaffold	3055395
GCA_036701385.1	Scaffold	3055395
GCF_036701335.1	Scaffold	3055396
GCA_036701335.1	Scaffold	3055396
GCF_036701365.1	Scaffold	3055397
GCA_036701365.1	Scaffold	3055397
GCF_036701315.1	Scaffold	3055398
GCA_036701315.1	Scaffold	3055398
GCF_036701295.1	Scaffold	3055399
GCA_036701295.1	Scaffold	3055399
GCF_036701245.1	Scaffold	3055400
GCA_036701245.1	Scaffold	3055400
GCF_036701255.1	Scaffold	3055401
GCA_036701255.1	Scaffold	3055401
GCF_036701235.1	Scaffold	3055402
GCA_036701235.1	Scaffold	3055402
GCF_036701215.1	Scaffold	2818881
GCA_036701215.1	Scaffold	2818881
GCF_036701195.1	Scaffold	3055403
GCA_036701195.1	Scaffold	3055403
GCF_036701145.1	Scaffold	3055404
GCA_036701145.1	Scaffold	3055404
GCF_036701135.1	Scaffold	2818870
GCA_036701135.1	Scaffold	2818870
GCF_036701155.1	Scaffold	3055405
GCA_036701155.1	Scaffold	3055405
GCF_036701115.1	Scaffold	3055406
GCA_036701115.1	Scaffold	3055406
GCF_036701085.1	Scaffold	2818893
GCA_036701085.1	Scaffold	2818893
GCF_036701055.1	Scaffold	2818894
GCA_036701055.1	Scaffold	2818894
GCF_036701035.1	Scaffold	2818895
GCA_036701035.1	Scaffold	2818895
GCF_036701025.1	Scaffold	2818896
GCA_036701025.1	Scaffold	2818896
GCF_036700985.1	Scaffold	2818897
GCA_036700985.1	Scaffold	2818897
GCF_036701005.1	Scaffold	2818872
GCA_036701005.1	Scaffold	2818872
GCF_036700945.1	Scaffold	2818898
GCA_036700945.1	Scaffold	2818898
GCF_036700965.1	Scaffold	2818899
GCA_036700965.1	Scaffold	2818899
GCF_036700925.1	Scaffold	3055407
GCA_036700925.1	Scaffold	3055407
GCF_036700885.1	Scaffold	3055408
GCA_036700885.1	Scaffold	3055408
GCF_036700905.1	Scaffold	3055409
GCA_036700905.1	Scaffold	3055409
GCF_036700845.1	Scaffold	3055411
GCA_036700845.1	Scaffold	3055411
GCF_036700825.1	Scaffold	3055412
GCA_036700825.1	Scaffold	3055412
GCF_036700865.1	Scaffold	3055410
GCA_036700865.1	Scaffold	3055410
GCF_036700765.1	Scaffold	3055413
GCA_036700765.1	Scaffold	3055413
GCF_036700785.1	Scaffold	3055414
GCA_036700785.1	Scaffold	3055414
GCF_036700745.1	Scaffold	3055415
GCA_036700745.1	Scaffold	3055415
GCF_036700725.1	Scaffold	3055416
GCA_036700725.1	Scaffold	3055416
GCF_036700775.1	Scaffold	3055417
GCA_036700775.1	Scaffold	3055417
GCF_036700705.1	Scaffold	3055418
GCA_036700705.1	Scaffold	3055418
GCF_036700685.1	Scaffold	3055419
GCA_036700685.1	Scaffold	3055419
GCF_036700645.1	Scaffold	3055420
GCA_036700645.1	Scaffold	3055420
GCF_036700625.1	Scaffold	3055421
GCA_036700625.1	Scaffold	3055421
GCF_036700635.1	Scaffold	2818945
GCA_036700635.1	Scaffold	2818945
GCA_010672365.1	Scaffold	2607795
GCA_012031535.1	Contig	2720457
GCA_012030835.1	Scaffold	2720482
GCA_012030855.1	Contig	2720483
GCF_036700605.1	Scaffold	2818946
GCA_036700605.1	Scaffold	2818946
GCF_036700565.1	Scaffold	2818948
GCA_036700565.1	Scaffold	2818948
GCF_036700525.1	Scaffold	2818950
GCA_036700525.1	Scaffold	2818950
GCF_036700505.1	Scaffold	2818952
GCA_036700505.1	Scaffold	2818952
GCF_036700585.1	Scaffold	3055422
GCA_036700585.1	Scaffold	3055422
GCF_036700545.1	Scaffold	3055423
GCA_036700545.1	Scaffold	3055423
GCA_014534015.1	Contig	2769071
GCF_036700475.1	Scaffold	3055424
GCA_036700475.1	Scaffold	3055424
GCA_014533905.1	Contig	2769072
GCF_036700465.1	Scaffold	2818968
GCA_036700465.1	Scaffold	2818968
GCF_036700445.1	Scaffold	3055425
GCA_036700445.1	Scaffold	3055425
GCF_036700405.1	Scaffold	3055427
GCA_036700405.1	Scaffold	3055427
GCF_036700415.1	Scaffold	3055426
GCA_036700415.1	Scaffold	3055426
GCA_025938005.1	Contig	2862863
GCA_025937335.1	Contig	2862864
GCF_036701705.1	Scaffold	2818982
GCA_036701705.1	Scaffold	2818982
GCF_036700375.1	Scaffold	2818996
GCA_036700375.1	Scaffold	2818996
GCF_036700345.1	Scaffold	2818997
GCA_036700345.1	Scaffold	2818997
GCF_036700365.1	Scaffold	2819002
GCA_036700365.1	Scaffold	2819002
GCF_036700305.1	Scaffold	3055428
GCA_036700305.1	Scaffold	3055428
GCF_036700325.1	Scaffold	3055429
GCA_036700325.1	Scaffold	3055429
GCF_036700205.1	Scaffold	3055430
GCA_036700205.1	Scaffold	3055430
GCF_036700255.1	Scaffold	3055431
GCA_036700255.1	Scaffold	3055431
GCF_036700285.1	Scaffold	3055432
GCA_036700285.1	Scaffold	3055432
GCF_039962175.1	Contig	2933951
GCA_039962175.1	Contig	2933951
GCA_040004055.1	Contig	2933971
GCA_040004035.1	Contig	2933937
GCF_000214075.1	Contig	756067
GCA_000214075.2	Contig	756067
GCA_040004015.1	Contig	2933938
GCA_040003975.1	Contig	2933939
GCA_040003995.1	Contig	2933940
GCF_022701255.1	Complete Genome	2303329
GCA_022701255.1	Complete Genome	2303329
GCF_022701275.1	Complete Genome	669365
GCA_022701275.1	Complete Genome	669365
GCA_037094475.1	Complete Genome	669365
GCA_019359355.1	Contig	2839660
GCA_040003895.1	Contig	2933941
GCA_040003925.1	Contig	2933942
GCA_040398185.1	Scaffold	3107490
GCA_041743025.1	Contig	3107490
GCA_041746575.1	Contig	3107490
GCA_046075585.1	Contig	3107490
GCA_046079985.1	Contig	3107490
GCA_046081585.1	Contig	3107490
GCA_046086665.1	Contig	3107490
GCF_019704275.1	Complete Genome	1126
GCA_019704275.1	Complete Genome	1126
GCA_040375545.1	Contig	1126
GCA_040398245.1	Scaffold	1126
GCA_044338025.1	Contig	1126
GCA_044339485.1	Contig	1126
GCA_044369775.1	Contig	1126
GCA_046063875.1	Contig	1126
GCA_046076345.1	Contig	1126
GCA_046076805.1	Contig	1126
GCA_046080325.1	Contig	1126
GCA_046085945.1	Contig	1126
GCA_046086565.1	Contig	1126
GCA_047338615.1	Contig	1126
GCA_047339955.1	Contig	1126
GCA_047339975.1	Contig	1126
GCA_047339995.1	Contig	1126
GCA_047340005.1	Contig	1126
GCA_047340015.1	Contig	1126
GCA_047340055.1	Contig	1126
GCA_047340075.1	Contig	1126
GCA_047340085.1	Contig	1126
GCA_047340355.1	Contig	1126
GCA_047340365.1	Contig	1126
GCA_047340505.1	Contig	1126
GCA_047340555.1	Contig	1126
GCA_047340575.1	Contig	1126
GCA_047340625.1	Contig	1126
GCA_047340675.1	Contig	1126
GCA_047340695.1	Contig	1126
GCA_047340715.1	Contig	1126
GCA_047340735.1	Contig	1126
GCA_047340755.1	Contig	1126
GCA_047340765.1	Contig	1126
GCA_047340835.1	Contig	1126
GCA_047340895.1	Contig	1126
GCA_047341165.1	Contig	1126
GCA_947455715.1	Contig	1126
GCA_947458225.1	Contig	1126
GCA_947459345.1	Contig	1126
GCA_947463405.1	Contig	1126
GCA_947463925.1	Contig	1126
GCA_947471085.1	Contig	1126
GCA_947497765.1	Contig	1126
GCA_947561915.1	Contig	1126
GCA_947561925.1	Contig	1126
GCA_947561935.1	Contig	1126
GCA_947561945.1	Contig	1126
GCA_947561955.1	Contig	1126
GCA_947561965.1	Contig	1126
GCF_007990565.1	Scaffold	2358142
GCA_007990565.1	Scaffold	2358142
GCF_038396575.1	Complete Genome	3113711
GCA_038396575.1	Complete Genome	3113711
GCA_009996525.1	Scaffold	2685950
GCF_014218745.1	Contig	2755317
GCA_014218745.1	Contig	2755317
GCF_014218765.1	Contig	2755316
GCA_014218765.1	Contig	2755316
GCA_009996535.1	Scaffold	2685951
GCA_009996485.1	Scaffold	2685952
GCA_009996415.1	Scaffold	2685953
GCA_001706385.1	Contig	1885576
GCF_001895325.1	Scaffold	1914535
GCA_001895325.1	Scaffold	1914535
GCF_028331215.1	Contig	3021764
GCA_028331215.1	Contig	3021764
GCF_028330905.1	Contig	3021752
GCA_028330905.1	Contig	3021752
GCF_028328965.1	Contig	3021753
GCA_028328965.1	Contig	3021753
GCF_028330745.1	Contig	3021754
GCA_028330745.1	Contig	3021754
GCF_028331105.1	Contig	3021755
GCA_028331105.1	Contig	3021755
GCF_028330645.1	Contig	3021756
GCA_028330645.1	Contig	3021756
GCF_028329685.1	Contig	3021757
GCA_028329685.1	Contig	3021757
GCF_028331205.1	Contig	3021758
GCA_028331205.1	Contig	3021758
GCF_028330675.1	Contig	3021759
GCA_028330675.1	Contig	3021759
GCF_028330165.1	Contig	3021760
GCA_028330165.1	Contig	3021760
GCF_028330705.1	Contig	3021761
GCA_028330705.1	Contig	3021761
GCF_028330695.1	Contig	3021762
GCA_028330695.1	Contig	3021762
GCF_028328845.1	Contig	3021763
GCA_028328845.1	Contig	3021763
GCA_003388675.1	Scaffold	1987506
GCF_008757435.1	Contig	2529855
GCA_008757435.1	Contig	2529855
GCA_009996455.1	Scaffold	2685954
GCF_003730145.1	Scaffold	2486203
GCA_003730145.1	Scaffold	2486203
GCF_000332585.1	Contig	267865
GCF_021172085.1	Complete Genome	267865
GCA_000332585.1	Contig	267865
GCA_021172085.1	Complete Genome	267865
GCA_002202315.1	Contig	1150859
GCA_002196405.1	Contig	1163387
GCA_002196425.1	Contig	1163388
GCF_009792235.1	Complete Genome	2686288
GCA_009792235.1	Complete Genome	2686288
GCA_009996405.1	Scaffold	2685955
GCA_009996445.1	Scaffold	2685956
GCA_009996385.1	Scaffold	2685957
GCA_009996365.1	Scaffold	2685958
GCA_009996325.1	Scaffold	2685959
GCA_009996315.1	Scaffold	2685960
GCA_009996285.1	Scaffold	2685961
GCA_009996305.1	Scaffold	2685962
GCA_009996255.1	Scaffold	2685963
GCA_009996235.1	Scaffold	2685964
GCA_009996195.1	Scaffold	2685965
GCA_009996205.1	Scaffold	2685966
GCA_032120755.1	Scaffold	3062381
GCA_009996185.1	Scaffold	2685967
GCA_009996165.1	Scaffold	2685968
GCA_009996145.1	Scaffold	2685969
GCA_009996105.1	Scaffold	2685970
GCF_008257445.1	Scaffold	2605423
GCA_008257445.1	Scaffold	2605423
GCF_002025445.1	Contig	1960155
GCA_002025445.1	Contig	1960155
GCA_009996095.1	Scaffold	2685971
GCA_009996085.1	Scaffold	2685972
GCA_009996045.1	Scaffold	2685973
GCA_009996055.1	Scaffold	2685974
GCA_009996025.1	Scaffold	2685975
GCA_009995995.1	Scaffold	2685976
GCF_032701645.1	Chromosome	1194489
GCA_002282945.1	Scaffold	1194489
GCA_032701645.1	Chromosome	1194489
GCF_015207885.1	Contig	1828690
GCA_015207885.1	Contig	1828690
GCF_015207115.1	Contig	1828693
GCA_015207115.1	Contig	1828693
GCF_015206885.1	Contig	1401878
GCA_015206885.1	Contig	1401878
GCA_009995965.1	Scaffold	2685977
